char	Radical	Four Corner Code	Cangjie input code	Cangjie input code (Chinese)	Hanyu Da Zidian	Kang Xi	Remembering the Traditional Hanzi	RTH keyword	Remembering the Simplified Hanzi	RSH keyword
绦	120 缶	2719	VMHED	女一竹水木	53407.020	0944.251				
继	120 缶	2911	VMVFD	女一女火木	53407.080	0944.251			1099	carry on
绨	120 缶	2812	VMCNH	女一金弓竹	53407.100	0944.251				
绩	120 缶	2518	VMQMO	女一手一人	53408.080	0944.251			1218	accomplishments
绪	120 缶	2416	VMJKA	女一十大日	53409.010	0944.251			2393	inception
绫	120 缶	2414	VMGCE	女一土金水	53409.030	0944.251				
续	120 缶	2418	VMJNK	女一十弓大	53411.020	0944.251			1098	continue
绮	120 缶	2412	VMKMR	女一大一口	53411.040	0944.251				
绯	120 缶	2111	VMLMY	女一中一卜	53412.090	0944.251				
绰	120 缶	2114	VMYAJ	女一卜日十	53413.010	0944.251			2373	ample
绱	120 缶	2912	VMFBR	女一火月口	53413.031	0944.251				
绲	120 缶	2611	VMAPP	女一日心心	53413.070	0944.251				
绳	120 缶	2611	VMRLU	女一口中山	53414.020	0944.251			2943	rope
维	120 缶	2011	VMOG	女一人土	53416.010	0944.251			1084	maintain
绵	120 缶	2612	VMHAB	女一竹日月	53416.030	0944.251			2381	continuous
绶	120 缶	2214	VMBBE	女一月月水	53417.050	0944.251				
绷	120 缶	2712	XVMBB	難女一月月	53417.090	0944.251			2371	stretch taut
绸	120 缶	2712	VMBGR	女一月土口	53418.010	0944.251			2377	silk fabric
绹	120 缶		VMPOU	女一心人山	53418.031	0944.251				
绺	120 缶	2316	VMHYR	女一竹卜口	53418.070	0944.251				
绻	120 缶	2911	VMFQU	女一火手山	53419.060	0944.251				
综	120 缶	2319	VMJMF	女一十一火	53419.090	0944.251			2391	sum up
绽	120 缶	2318	VMJMO	女一十一人	53420.020	0944.251			2380	split at the seams
绾	120 缶	2317	VMJRR	女一十口口	53420.040	0944.251				
绿	120 缶	2719	VMNME	女一弓一水	53421.050	0944.251			1095	green
缀	120 缶	2714	VMEEE	女一水水水	53422.020	0944.251			2973	embellish
缁	120 缶	2216	VMVVW	女一女女田	53422.040	0944.251				
缂	120 缶	2415	VMTLJ	女一廿中十	53423.030	0944.251				
缃	120 缶	2610	VMDBU	女一木月山	53423.090	0944.251				
缄	120 缶	2315	VMIHR	女一戈竹口	53425.010	0944.251				
缅	120 缶	2116	VMMWL	女一一田中	53425.050	0944.251				
缆	120 缶	2811	VMLIU	女一中戈山	53425.130	0944.251			2402	cable
缇	120 缶	2618	VMAMO	女一日一人	53426.010	0944.251				
缈	120 缶	2912	VMBUH	女一月山竹	53426.030	0944.251				
缉	120 缶	2614	VMRSJ	女一口尸十	53426.050	0944.251				
缊	120 缶		VMABT	女一日月廿	53427.010	0944.251				
缋	120 缶	2518	VMLMO	女一中一人	53427.061	0944.251				
缌	120 缶	2613	VMWP	女一田心	53427.080	0944.251				
缍	120 缶	2211	VMHJM	女一竹十一	53427.101	0944.251				
缎	120 缶	2714	VMHJE	女一竹十水	53428.010	0944.251			2813	satin
缏	120 缶	2114	VMOMK	女一人一大	53428.021	0944.251				
缐	120 缶		VMHAE	女一竹日水	53428.051	0944.251				
缑	120 缶	2718	VMONK	女一人弓大	53429.010	0944.251				
缒	120 缶	2713	VMYHR	女一卜竹口	53429.030	0944.251				
缓	120 缶	2214	VMBME	女一月一水	53429.110	0944.251			2395	unhurried
缔	120 缶	2012	VMYBB	女一卜月月	53430.150	0944.251			2382	conclude
缕	120 缶	2914	VMFDV	女一火木女	53430.170	0944.251			2388	in detail
编	120 缶	2312	VMISB	女一戈尸月	53431.060	0944.251			1369	compile
缗	120 缶	2716	VMRPA	女一口心日	53432.040	0944.251				
缘	120 缶	2713	VMVNO	女一女弓人	53433.080	0944.251			2204	reason
缙	120 缶	2116	VMMCA	女一一金日	53434.090	0944.251				
缚	120 缶	2314	VMIBI	女一戈月戈	53434.140	0944.251			2799	bind fast
缛	120 缶	2114	VMMVI	女一一女戈	53435.010	0944.251				
缜	120 缶	2418	VMJBC	女一十月金	53435.040	0944.251				
缝	120 缶	2713	VMYHJ	女一卜竹十	53438.010	0944.251			2585	sew
缞	120 缶		VMYWV	女一卜田女	53438.060	0944.251				
缟	120 缶	2012	VMYRB	女一卜口月	53439.010	0944.251				
缠	120 缶	2011	VMIWG	女一戈田土	53439.020	0944.251			2384	wind around
缡	120 缶	2012	VMYUB	女一卜山月	53439.040	0944.251				
缢	120 缶	2811	VMTCT	女一廿金廿	53439.090	0944.251				
缣	120 缶	2813	VMTXC	女一廿難金	53439.110	0944.251				
缤	120 缶	2318	VMJOC	女一十人金	53440.050	0944.251				
缥	120 缶	2119	VMMWF	女一一田火	53442.040	0944.251				
缦	120 缶	2614	VMAWE	女一日田水	53443.020	0944.251				
缧	120 缶	2619	VMWVF	女一田女火	53443.050	0944.251				
缨	120 缶	2714	VMBOV	女一月人女	53444.010	0944.251				
缩	120 缶	2316	VMJOA	女一十人日	53449.010	0944.251			2389	shrink
缪	120 缶	2712	VMSMH	女一尸一竹	53450.010	0944.251				
缫	120 缶	2219	VMVVD	女一女女木	53450.040	0944.251				
缬	120 缶	2118	VMGRO	女一土口人	53451.010	0944.251				
缭	120 缶	2419	VMKCF	女一大金火	53451.140	0944.251				
缮	120 缶		VMTTR	女一廿廿口	53454.040	0944.251				
缯	120 缶	2816	VMCWA	女一金田日	53455.010	0944.251				
缰	120 缶	2111	VMMWM	女一一田一	53456.140	0944.251				
缱	120 缶	2513	VMYLR	女一卜中口	53458.040	0944.251				
缲	120 缶	2619	VMRRD	女一口口木	53459.030	0944.251				
缳	120 缶	2613	VMWLV	女一田中女	53460.020	0944.251				
缴	120 缶	2814	VMHSK	女一竹尸大	53460.090	0944.251			2400	shell out
缵	120 缶	2418	VMHUO	女一竹山人	53468.020	0944.251				
缶	121 网⺲罓⺳	8077.2	OJU	人十山	52935.010	0944.260				
缷	121 网⺲罓⺳		OUSL	人山尸中	10314.040	0944.271				
缸	121 网⺲罓⺳	8171.0	OUM	人山一	52935.050	0944.280	2832	vat	2879	vat
缹	121 网⺲罓⺳	8033.7	OUF	人山火	52936.030	0944.330				
缺	121 网⺲罓⺳	8573.0	OUDK	人山木大	52936.040	0945.040	1405	deficient	1444	deficient
缻	121 网⺲罓⺳		OUMVN	人山一女弓	52935.100	0945.050				
缼	121 网⺲罓⺳		OUNO	人山弓人	52935.111	0945.061				
缽	121 网⺲罓⺳	8474.9	OUDM	人山木一	52936.060	0945.171				
缾	121 网⺲罓⺳	2874.1	OUTT	人山廿廿	52937.120 52938.020	0945.240				
缿	121 网⺲罓⺳	2276.1	OUHMR	人山竹一口	52937.080	0945.250				
罂	121 网⺲罓⺳	7777	BOOJU	月人人十山	52937.200	0945.381				
罃	121 网⺲罓⺳	9977.2	FFBOU	火火月人山	52938.130	0945.440				
罄	121 网⺲罓⺳	4777.4	GEOJU	土水人十山	52938.140	0945.450				
罅	121 网⺲罓⺳	8174.9	OUYPD	人山卜心木	52938.160	0945.470				
罆	121 网⺲罓⺳		OUWJC	人山田十金	52939.030	0945.491				
罇	121 网⺲罓⺳		OUTWI	人山廿田戈	52939.070	0945.510				
罈	121 网⺲罓⺳	2174.6	OUMWJ	人山一田十	52939.040	0945.521				
罉	121 网⺲罓⺳		OUFBQ	人山火月手	52939.041	0945.521				
罊	121 网⺲罓⺳	0777.1	JEOJU	十水人十山	52939.080	0945.530				
罋	121 网⺲罓⺳	0077.2	YVGU	卜女土山	52939.120	0946.020				
罌	121 网⺲罓⺳	6677.2	BCOJU	月金人十山	52939.140	0946.060				
罍	121 网⺲罓⺳	6077.2	WWWU	田田田山	52939.170	0946.080				
罎	121 网⺲罓⺳	8673.1	OUAMI	人山日一戈	52940.020	0946.110				
罏	121 网⺲罓⺳	2171.7	OUYPT	人山卜心廿	52940.010	0946.120				
罐	121 网⺲罓⺳	8471.4	OUTRG	人山廿口土	52940.040	0946.160	2833	jar	2881	jar
网	122 羊⺶⺷	7722.0	BKK	月大大	42913.010	0946.200			1174	net
罒	122 羊⺶⺷		WLL	田中中	42913.011	0946.241				
罓	122 羊⺶⺷		BK	月大	10097.031	0946.241				
罔	122 羊⺶⺷	7722.0	BTYV	月廿卜女	42914.020	0946.300				
罕	122 羊⺶⺷	3740.1	BCMJ	月金一十	42913.090	0946.350	2573	rarely	2644	rarely
罖	122 羊⺶⺷		WLOI	田中人戈	42913.121	0947.031				
罗	122 羊⺶⺷	6020	WLNI	田中弓戈	42913.140	0947.031			120	silk gauze
罘	122 羊⺶⺷	6090.1	WLMF	田中一火	42914.040	0947.070				
罙	122 羊⺶⺷		BCD	月金木	21175.031	0947.101				
罚	122 羊⺶⺷	6072	WLIVN	田中戈女弓	42915.060	0947.101			1652	penalize
罛	122 羊⺶⺷	6023.2	WLHVO	田中竹女人	42916.060	0947.180				
罜	122 羊⺶⺷	6010.4	WLYG	田中卜土	42916.120	0947.210				
罝	122 羊⺶⺷	6010.7	WLBM	田中月一	42915.140	0947.220				
罞	122 羊⺶⺷	6022.7	WLNIH	田中弓戈竹	42916.160	0947.240				
罟	122 羊⺶⺷	6060.4	WLJR	田中十口	42915.100	0947.250				
罠	122 羊⺶⺷	6074.7	WLRVP	田中口女心	42916.150	0947.270				
罡	122 羊⺶⺷	6010.1	WLMYM	田中一卜一	42915.080	0947.280				
罢	122 羊⺶⺷	6073	WLGI	田中土戈	42915.090	0947.321			1913	cease
罣	122 羊⺶⺷	6010.4	WLGG	田中土土	42916.180	0947.370				
罤	122 羊⺶⺷		WLCNH	田中金弓竹	42918.020	0947.450				
罥	122 羊⺶⺷	6022.7	WLRB	田中口月	42917.150	0947.460				
罦	122 羊⺶⺷	6040.7	WLBND	田中月弓木	42918.010	0948.020				
罧	122 羊⺶⺷	6099.4	WLDD	田中木木	42920.010	0948.050				
罨	122 羊⺶⺷	6071.6	WLKLU	田中大中山	42920.040	0948.080				
罩	122 羊⺶⺷	6040.6	WLYAJ	田中卜日十	42921.010	0948.090	1505	overspread	1508	overspread
罪	122 羊⺶⺷	6011.1	WLLMY	田中中一卜	42920.070	0948.130	1214	guilt	1271	guilt
罫	122 羊⺶⺷	6013.0	WLGGY	田中土土卜	42918.040	0948.170				
罬	122 羊⺶⺷	6044.7	WLEEE	田中水水水	42922.010	0948.180				
罭	122 羊⺶⺷	6015.3	WLIRM	田中戈口一	42920.020	0948.190				
置	122 羊⺶⺷	6071.6	WLJBM	田中十月一	42919.020	0948.200	69	set up	73	set up
罯	122 羊⺶⺷		WLYTA	田中卜廿日	42923.040	0948.300				
罰	122 羊⺶⺷	6062.0	WLYRN	田中卜口弓	42923.030	0948.330	1622	penalize		
罱	122 羊⺶⺷	6022	WLJBJ	田中十月十	42922.060	0948.340				
署	122 羊⺶⺷	6060.4	WLJKA	田中十大日	42918.050	0948.370	2242	add your John Hancock	2302	add your John Hancock
罳	122 羊⺶⺷	6033.6	WLWP	田中田心	42922.080	0948.390				
罴	122 羊⺶⺷	6033	WLGIF	田中土戈火	42922.040	0949.021				
罵	122 羊⺶⺷	6032.7	WLSQF	田中尸手火	74547.080	0949.050	1417	scold		
罶	122 羊⺶⺷	6060.2	WLHHW	田中竹竹田	42924.080	0949.070				
罷	122 羊⺶⺷	6021.1	WLIBP	田中戈月心	42924.120	0949.080	2892	cease		
罸	122 羊⺶⺷	6064.0	WLYRI	田中卜口戈	42924.090	0949.121				
罹	122 羊⺶⺷	6091.4	WLPOG	田中心人土	42925.090	0949.160				
罺	122 羊⺶⺷	6090.4	WLVVD	田中女女木	42926.060 42929.010	0949.190				
罻	122 羊⺶⺷	6024.0	WLSFI	田中尸火戈	42926.010	0949.200				
罼	122 羊⺶⺷	6050.4	WLWTJ	田中田廿十	42925.010	0949.271				
罽	122 羊⺶⺷	6022.1	WLMFN	田中一火弓	42926.080	0949.300				
罾	122 羊⺶⺷	6060.6	WLCWA	田中金田日	42926.150	0949.330				
罿	122 羊⺶⺷	6010.4	WLYTG	田中卜廿土	42926.140	0949.350				
羀	122 羊⺶⺷		BKMLW	月大一中田	42926.071	0949.371				
羁	122 羊⺶⺷	6052	WLTJM	田中廿十一	42926.070	0949.371				
羂	122 羊⺶⺷	6092.7	WLVFB	田中女火月	42927.140	0950.030				
羃	122 羊⺶⺷	6022.7	WLTAB	田中廿日月	42927.050	0950.080				
羄	122 羊⺶⺷		WLVFJ	田中女火十	42928.030	0950.090				
羅	122 羊⺶⺷	6091.4	WLVFG	田中女火土	42928.050	0950.120	1008	silk gauze		
羆	122 羊⺶⺷	6033.1	WLIPF	田中戈心火	42928.010	0950.130				
羇	122 羊⺶⺷	6052.1	WLTJR	田中廿十口	42929.110	0950.260				
羈	122 羊⺶⺷	6052.7	WLTJF	田中廿十火	42929.160	0950.320				
羉	122 羊⺶⺷	6099.3	WLVFF	田中女火火	42930.080	0950.350				
羊	123 羽	8050.1	TQ	廿手	53125.010	0950.380	495	sheep	528	sheep
羋	123 羽	1150.0	LMYQ	中一卜手	10029.080	0951.020				
羌	123 羽	8021.1	TGHU	廿土竹山	53125.030	0951.030				
羍	123 羽	4050.1	KTQ	大廿手	53127.010	0951.090				
美	123 羽	8043.1	TGK	廿土大	53126.050	0951.100	496	beautiful	529	beautiful
羏	123 羽		TQHHH	廿手竹竹竹	53127.030	0951.110				
羐	123 羽		XXXTG	難難難廿土	53200.020	0951.120				
羑	123 羽	8080.7	TGNO	廿土弓人	53127.040	0951.151				
羒	123 羽	8852.7	TQCSH	廿手金尸竹	53127.170	0951.160				
羓	123 羽		TQAU	廿手日山	53129.010	0951.170				
羔	123 羽	8033.1	TGF	廿土火	53128.050	0951.230				
羕	123 羽	8023.2	TGINE	廿土戈弓水	53131.030	0951.250				
羖	123 羽	8754.7	TQHNE	廿手竹弓水	53128.030	0951.260				
羗	123 羽		TGHI	廿土竹戈	53127.070	0951.300				
羘	123 羽		BTQ	月廿手	53128.010	0951.310				
羙	123 羽		XTGF	難廿土火	53128.040	0951.331				
羚	123 羽	8853.7	TQOII	廿手人戈戈	53130.040	0951.390				
羛	123 羽	8052.7	TGLLN	廿土中中弓	53131.040	0951.420				
羜	123 羽	8352.1	TQJMN	廿手十一弓	53131.010	0952.010				
羝	123 羽	8254.0	TQHPM	廿手竹心一	53130.050	0952.030				
羞	123 羽	8021.5	TQNG	廿手弓土	53128.070	0952.040	2966	shy	2947	shy
羟	123 羽	8751	TQNOM	廿手弓人一	53131.070	0952.091				
羠	123 羽	8553.2	TQKN	廿手大弓	53131.150	0952.110				
羡	123 羽	8018.2	TGIMO	廿土戈一人	53132.080	0952.230			1760	envy
羢	123 羽	8355.0	TQIJ	廿手戈十	53131.110	0952.240				
羣	123 羽	1750.1	SRTQ	尸口廿手	53134.130	0952.250				
群	123 羽	1865.1	SRTQ	尸口廿手	53134.120	0952.260	886	crowd	961	crowd
羥	123 羽	8151.1	TQMVM	廿手一女一	53132.160	0952.270				
羦	123 羽	8351.1	TQJMU	廿手十一山	53134.110	0952.280				
羧	123 羽	8354.7	TQICE	廿手戈金水	53135.010	0952.290				
羨	123 羽	8018.2	TGENO	廿土水弓人	53134.100	0952.310	1730	envy		
義	123 羽	8055.3	TGHQI	廿土竹手戈	53133.020	0952.320	552	righteousness		
羪	123 羽		TQIAV	廿手戈日女	53134.121	0953.081				
羫	123 羽		TQJCM	廿手十金一	53136.030	0953.100				
羬	123 羽	8355.0	TQIHR	廿手戈竹口	53136.070	0953.210				
羭	123 羽	8852.1	TQOMN	廿手人一弓	53136.130	0953.250				
羮	123 羽	8053.0	TGFO	廿土火人	53137.010	0953.280				
羯	123 羽	8652.7	TQAPV	廿手日心女	53136.100	0953.290				
羰	123 羽	8258.9	TQUMF	廿手山一火	53136.110	0953.311				
羱	123 羽	8159.6	TQMHF	廿手一竹火	53137.100	0953.350				
羲	123 羽	8025.3	TGHDS	廿土竹木尸	53137.130	0953.400				
羳	123 羽	8256.9	TQHDW	廿手竹木田	53138.210	0954.050				
羴	123 羽		TQTQQ	廿手廿手手	53139.020	0954.080				
羵	123 羽	8458.6	TQJTC	廿手十廿金	53138.130	0954.130				
羶	123 羽	8051.7	TQYWM	廿手卜田一	53139.120	0954.210				
羷	123 羽	8858.6	TQOMO	廿手人一人	53139.100	0954.230				
羸	123 羽	0021.7	YRBTN	卜口月廿弓	32122.190	0954.240				
羹	123 羽	8053.0	TGFTK	廿土火廿大	53139.130	0954.250				
羺	123 羽	8152.7	TQMBB	廿手一月月	53140.020	0954.280				
羻	123 羽	8054.7	TQIXE	廿手戈難水	53140.110	0954.320				
羼	123 羽	7725.1	STQQ	尸廿手手	53140.120	0954.330				
羽	124 老耂	1712.0	SMSIM	尸一尸戈一	53341.010	0955.010	511	feathers	544	feathers
羾	124 老耂	1111.0	SMM	尸一一	53342.020	0955.090				
羿	124 老耂	1744.2	SMT	尸一廿	53342.050	0955.100				
翀	124 老耂	1510.6	SML	尸一中	53343.070	0955.180				
翁	124 老耂	8012.7	CISM	金戈尸一	53343.100	0955.210	1891	elderly man	1950	elderly man
翂	124 老耂	1822.7	SMCSH	尸一金尸竹	53343.080	0955.220				
翃	124 老耂	0772.0	KISMM	大戈尸一一	53343.030	0955.250				
翄	124 老耂		SMJE	尸一十水	53343.010	0955.270				
翅	124 老耂	4740.2	JESMM	十水尸一一	53342.160	0955.280	1851	fins	1893	fins
翆	124 老耂	1740.1	SMKNJ	尸一大弓十	53344.010	0956.030				
翇	124 老耂	1744.0	SMIKK	尸一戈大大	53344.140	0956.040				
翈	124 老耂		WLSMM	田中尸一一	53344.180	0956.050				
翉	124 老耂	5702.0	DMSMM	木一尸一一	53344.120	0956.080				
翊	124 老耂	0712.0	YTSMM	卜廿尸一一	53346.090	0956.090				
翋	124 老耂	1011.8	SMYT	尸一卜廿	53346.080	0956.100				
翌	124 老耂	1710.8	SMYT	尸一卜廿	53346.070	0956.110				
翍	124 老耂	1424.7	SMDHE	尸一木竹水	53346.110	0956.150				
翎	124 老耂	8732.0	OISMM	人戈尸一一	53345.050	0956.160				
翏	124 老耂	1720.2	SMOHH	尸一人竹竹	53345.040	0956.180				
翐	124 老耂	1513.0	SMHQO	尸一竹手人	53344.220	0956.190				
翑	124 老耂	1712.0	SMPR	尸一心口	53346.030	0956.200				
習	124 老耂	1760.2	SMHA	尸一竹日	53345.010	0956.230	512	learn		
翓	124 老耂		GRSMM	土口尸一一	53347.050	0956.370				
翔	124 老耂	8752.0	TQSMM	廿手尸一一	53348.060	0956.400	513	soar	546	soar
翕	124 老耂	8012.7	OMRM	人一口一	53347.200	0956.420				
翖	124 老耂		XORSM	難人口尸一	53347.190	0956.430				
翗	124 老耂	2722.0	NNSMM	弓弓尸一一	53348.040	0956.440				
翘	124 老耂	5721	JUSMM	十山尸一一	53347.080	0957.091			1774	turn upward
翙	124 老耂		UNSMM	山弓尸一一	53347.111	0957.091				
翚	124 老耂		SMBKQ	尸一月大手	53348.070	0957.091				
翛	124 老耂	2722.7	OLOM	人中人一	10202.140	0957.150				
翜	124 老耂	1743.8	SMKOO	尸一大人人	53348.160	0957.220				
翝	124 老耂		JISMM	十戈尸一一	53349.090	0957.260				
翞	124 老耂	1019.6	SMYRF	尸一卜口火	53350.080	0957.300				
翟	124 老耂	1721.4	SMOG	尸一人土	53350.060	0957.320				
翠	124 老耂	1740.8	SMYOJ	尸一卜人十	53350.090	0957.360	2400	emerald green	2472	emerald green
翡	124 老耂	1122.7	LYSMM	中卜尸一一	53349.210	0957.370				
翢	124 老耂	7722.0	BRSMM	月口尸一一	53350.070	0957.390				
翣	124 老耂	1740.4	SMYTV	尸一卜廿女	53351.020	0957.430				
翤	124 老耂		RBSMM	口月尸一一	53350.020	0958.020				
翥	124 老耂	4412.7	JASMM	十日尸一一	53349.120	0958.060				
翦	124 老耂	8012.7	TBNM	廿月弓一	53352.070	0958.110				
翧	124 老耂		JMSMM	十一尸一一	53353.010	0958.130				
翨	124 老耂	1780.1	SMAMO	尸一日一人	53351.140	0958.180				
翩	124 老耂	1722.0	HBSMM	竹月尸一一	53353.050	0958.190				
翪	124 老耂	1214.7	SMUCE	尸一山金水	53352.020	0958.210				
翫	124 老耂	1161.1	SAMMU	尸日一一山	53351.190	0958.230				
翬	124 老耂	1750.2	SMBJJ	尸一月十十	53353.020	0958.250				
翭	124 老耂	1713.4	SMONK	尸一人弓大	53351.160	0958.260				
翮	124 老耂	1722.0	MBSMM	一月尸一一	53354.030	0958.390				
翯	124 老耂	1722.7	SMYRB	尸一卜口月	53354.160	0958.410				
翰	124 老耂	4842.7	JJOSM	十十人尸一	53353.080	0958.430	1746	writing brush	1776	writing brush
翱	124 老耂	2742.0	HJSMM	竹十尸一一	53354.140	0959.101				
翲	124 老耂	1792.0	MFSMM	一火尸一一	53355.120	0959.140				
翳	124 老耂	7712.7	SESMM	尸水尸一一	53355.130	0959.150				
翴	124 老耂	1513.0	SMYJJ	尸一卜十十	53355.110	0959.160				
翵	196 鹵	1712.7	SMHAF	尸一竹日火	53357.020	0959.190				
翶	124 老耂		XXHJS	難難竹十尸	53356.011	0959.201				
翷	124 老耂	9722.0	FQSMM	火手尸一一	53358.040	0959.210				
翸	124 老耂	0782.0	JCSMM	十金尸一一	53357.080	0959.250				
翹	124 老耂	4721.2	GUSMM	土山尸一一	53357.060	0959.270	1744	turn upward		
翺	124 老耂		HJSMM	竹十尸一一	53357.150	0959.280				
翻	124 老耂	2762.0	HWSMM	竹田尸一一	53358.020	0959.310	1379	turn over	1419	turn over
翼	124 老耂	1780.1	SMWTC	尸一田廿金	53356.010	0959.340	2703	wings	2766	wings
翽	124 老耂	2722.0	YHSMM	卜竹尸一一	53358.100	0960.080				
翾	124 老耂	6772.0	WVSMM	田女尸一一	53359.010	0960.090				
翿	124 老耂	4762.0	GISMM	土戈尸一一	53359.040	0960.130				
耀	124 老耂	9721.4	FUSMG	火山尸一土	53359.050	0960.140	2269	show off	1777	show off
老	125 而	4471.1	JKP	十大心	42778.010	0960.250	954	old man	1031	old man
耂	125 而		JK	十大	42778.011	0960.251				
考	125 而	4420.7	JKYS	十大卜尸	42779.020	0960.270	955	take an exam	1032	take an exam
耄	125 而	4471.4	JPHQU	十心竹手山	42781.010	0960.320				
者	125 而	4460.0	JKA	十大日	42780.050	0961.010	959	someone	1039	someone
耆	125 而	4460.1	JPA	十心日	42780.040	0961.020				
耇	125 而	4462.7	JKPR	十大心口	42781.100	0961.070				
耈	125 而		JPPR	十心心口	42781.090	0961.080				
耉	125 而		JKYR	十大卜口	42781.050	0961.081				
耊	125 而		JKMIG	十大一戈土	42782.030	0961.100				
耋	125 而	4410.4	JPMIG	十心一戈土	42782.020	0961.110				
而	126 耒	1022.7	MBLL	一月中中	42810.010	0961.180	887	and	962	and
耍	126 耒	1040.4	MBV	一月女	42812.040	0961.220	2160	mess around	2231	mess around
耎	126 耒	1043.2	MBK	一月大	42811.040	0961.240				
耏	126 耒	1222.2	MBHHH	一月竹竹竹	42812.020	0961.250				
耐	126 耒	1420.0	MBDI	一月木戈	42811.030	0962.010	2161	-proof	2232	-proof
耑	126 耒	2222.7	UMBL	山一月中	42812.010	0962.020				
耒	127 耳	5090.0	QD	手木	42770.010	0962.160				
耓	127 耳		QDMN	手木一弓	42770.030	0962.180				
耔	127 耳	5794.7	QDND	手木弓木	42770.090	0962.200				
耕	127 耳	5590.0	QDTT	手木廿廿	42770.100	0962.230	2797	till	2850	till
耖	127 耳	5992.0	QDFH	手木火竹	42771.020	0962.250				
耗	127 耳	5291.4	QDHQU	手木竹手山	42771.030	0963.010	2796	consume	2849	consume
耘	127 耳	5193.1	QDMMI	手木一一戈	42770.110	0963.020				
耙	127 耳	5791.7	QDAU	手木日山	42771.040	0963.030				
